review_text,rating
👍,5
gua gak bisa login dana .luh minta otp trus sdangkan kartu nya hilang d curi sama hp nya.kn gua udah daftarkn wajah sama email gua ttp ajh gk bisa login jmbut,1
membantu buat tranfer uwang ke karyawan uwang aman terus,5
sangat bagus,5
top up saldo Brizzi udah sukses tapi di kartu brizzi belum masuk.udah komplain katanya nunggu 5hari...ini uda lewat gak ada kabar...masak uang gak kembali,1
goodz,5
tolol kalo buat pengaduan ngomong nya muter²,1
"saya masuk aplikasi dana tapi disuruh memperbaharui, tapi nomer saya udah gak aktif bagaimana ini",4
keren banget,5
saya ngisi etol100 rb dari tanggal 25 sampe skrang ga msuk masuk katanya nunggu 3 hari Skrang udah lebih pelayanan dana kacau skrangnmah lelet,1
akun dana saya tiba tiba tidak dapat di gunakan.,1
sangat puas,5
sangat bagus dan berguna untuk kita sehari²,5
"makin kesini makin cacad ini dana, tidak ada koneksi internet padahal sinyal lancar",1
good,5
sangat berguna untuk pembayaran tagihan,5
beli emas transaksi berhasil tapi emas belum masuk,2
mantab,5
di hp Infinix koneksi terputus terus,1
nyoba dulu soalnya pertama kali pakai,4
mantap,5
kenapa pas saya mau masuk ke premium tdak boleh buka ni aplikasi?,4
sangat baik dalam bertransaksi tapi ada bug dana cicilnya tidak bisa d buka 🙏🙏 aplgi sya sudah lama menggunakan. dana TPI tetap belum bisa d buka mohon develofer di bantu 🙏,4
bagus,5
bagus dan mudah,5
astaga sekarang ini apk ga jelas banget lupa pin lalu verif kode otp buat pin baru lalu masukin pin baru tadi dan salah giman coba astaga kecewa sekali,1
jos,4
harap bantu saya munculkan dana cicil,5
"kenapa punya ku engga bisa diklik dana cicil terus layar putih, mohon dibantu cek, karena saya sering terna saksi kekeluarga atau teman",1
baik dan fleksibel,5
sangat membantu,5
sangat membantu,5
ok,5
kurang bagus karna aku kena bg ga bisa liat tanggal pengiriman atau teransfer,2
"mau login tapi lupa pin, ngurusnya buat lupa pin ribettt bgt. pdhl kalo yg aplikasi yg lain tinggal kirim kode otp. ini ada vermuk pdhl dulu waktu bikin gaada indentifikasi wajah. udah ngajuin bantuan juga sama aja ga membantu sm sekali. arahannya cuman mengulang2 aja. gajelas",1
mudah dalam pengiriman uang,5
mantap,5
saldo sayah hilang ngga tau kmana ...pas top up pemberitauan nya sudah masuk tpi saldo ngga bertambah,5
cerita nya memberi inspirasi banget,5
memudahkan segala urusan dan gak ribet,5
baik cepat,5
"dana ini gmna kejelasannya, uang gw yg di dana, di sedot sama capcut uda lewat dari 4 hari gaada kejelasan, kabar atau gimana loh, ini gmnaa, bantuin dong, lu jangan diem terus, gw uda nyoba semua cara, dari refund dan batalkan langganan, yg katanya nunggu dari 1 hari sampe 4 hari, gada kabarnya sekarang, giliran yg 15k itu aja, uda di konfirmasi dengan alesan ga bisa refund, tolong dong, lu jangan gampang nya, semua uang org tersedot harusnya make verivikasi yg lebih, bagus",5
aplikasi butut jangan download aplikasi ini mending ewallet yg lain aja.,5
alhmdulillah bisa transaksi lebih mudah,5
apk ini sangat bermanfaat,3
Ok,2
👍,5
tidak puas,1
Good,5
bagus,5
udah apdet tapi blom dapet fitur dana intstan dan dana cicil... ya udah lah,5
gajelas saldo kepotong,1
"Wahhh nampak nya Admin Dana langsung gercep hihi oke deh min masalah teratasi!! terima kasih min, aku naikin bintang 5!!!",5
"dompet serba guna , banyak promo dan potongan harga setiap pembelian di berbagai merchandise",5
Fitur dana cicil nya tidak ada,5
best,5
dana cicil tidak muncul,4
sangat baik pelayanan dan mudah,5
"saya sudah melunasi dana cicil lebih awal dari tempo nya, tetapi limit dana cicil tidak bisa di gunakan (tidak berlaku) kenapa ya?",5
mantap,5
"ga bisa loin, jaringan bermasalah terus aneh",1
UPGRADE KE PREMIUM RIBET BANGET. 👎🏻👎🏻👎🏻👎🏻👎🏻 ujung ujungnya gak bisa juga. 😒👎🏻,1
ssering susah buat login tak tau knp?? 😕 bingung,4
saya pengen menghapus data yang di kumpul kan,5
sangat nyaman,5
bagus jadi ngirim lebih mudah,5
bgus bnget,5
saya sangat menyukai aplikasi ini karna dapat memudahkan urusan kami,5
aplikasi yang bagus untuk di gunakan saya kasih rating 5,5
bagus,5
bagus,5
punya saya pitur dana cicilnya ko gak ada,5
bagus sekali,5
aplikasi tukang sedot Saldo gak merasa membeli atau langganan apapun tapi nyedot Saldo mulu sampai 400 ribu,1
sangat membatu sekali,5
baikk,5
agak lambat,3
Layanan dana sangat tidak bagus. Lambat proses nya,1
"DANA PARAH mo komplain dari DM, CS, Email Telepon, semua ga direspon kecuali BOT. saldo hilang berhari-hari, history transaksi juga ilang, menghilangkan bukti buat komplain kah??? gimana nih tanggung jawabnya? masa ya ga ada CS yang bener2 siap sedia buat keluhan pelanggan. ati2 deh yang sekarang pakai dana, saldo ilang, transaski CC sukses, ga bisa komplain. nombok kasihan merchant mau lapor kemana",1
baik,5
ok,5
"dana, tolong bug nya dibenerin lagi lah. ini saya nyoba prem dan berhasil, tapi tiap mau ngirim duit gabisa terus disuruh upgrade, tiap mau upgrade lagi ternyata udah sukses. udah saya coba download ulang, hapus data dana, ganti profile dan tetep gabisa ngirim juga, tipe akun juga udah jadi dana premium, tapi tetep gabisa ngirim?!? TOLONG LAHH DIBENERNIN LAGIIII INI GIMANA CARANYA",1
dana cicil tidak muncul,5
top,5
belum tersedian dana cicil,5
"nggak masuk top up ku, diana nya bikin pusing itu itu aja yang di chet",1
saya senang sekali memakai aplikasi Dana,5
metode pembayaran alternatif bagi yg gk punya no rekening bank,5
"Masalah yang saya alami telah terselesaikan, semoga aplikasi dana tetap oke, terima kasih.",5
mantap,5
uang suka hilang sendiri tanpa ada bukti transaksi,1
Mantap,5
dengan adanya aplikasi ini segala urusan jadi mudah.,5
"jangan percaya sama ini aplikasi,uang saya hilang buat topup kartu tol,saldo dana kepotong kartu tol saldonya ga bertambah benar² buruk",1
PARAH FITUR DANA CICIL SAYA TIDAK BISA DIBUKA LOADY TERUS UDH DI COBA PAKE DATA TERUS WIFI TETAP GABISA,1
saya tidak bisa loggin d akun dana saya karna nomor sudah hilang... semua sudah saya hubungi tapi percuma tetap tidak bisa loggin... kecewa poll sama dana,5
instant dan mantap,5
kerenn amat cuyyyy,5
sangat buruk,1
jelek aplikasi sampah coba buka akun dak bisa masuk ..,1
kirain upgrade ke premium harus nunggu 2 hari ini udah lebih 2 hari masih sama aja hadehh mana ada saldo nya kaga bisa di tarik mau update lagi ke premium gabisa,5
ok,5
mantap,5
suka,5
karena belum terbiasa... masih binggung,5
sangat memuaskan untuk melakukan transaksi secara cepat,5
aplikasi nya sangat bagus sekali sangat membantu saat penting,5
tolong dana cicil nya kaka,5
"susah yah akun dana harus pake otp ke no yang sudah hilang sedangkan di akun tersebut uang saya ada 2jt parah udah berapa x di coba masih aja di puter puter hati hati yang pake app ini terouma uang saya Angus 2jt,gegara no hp hilang",1
pengiriman cepat,4
aku suka ini dana hmmmm,5
"tiba tiba aplikasi dana di hp ngk bisa dibuka saat hendak dibuka selalu muncul kalimat"" sayangnya , dana telah berhentik"" mau minta solusi ke custamer servis Dana ngak bisa memberi solusi bentar2 langsung diputus saluraannya, mau ke bertanya Diana harus log in ke akunya dulu padahal.saldo masih ada diatas 5 ratusan ribu tolong solusinya semakin kesini bukan semakin baik malah buruk padahal saya pengguna setia dana",2
saya kecewa banget pakai ini di saat saya membutuhkan pertolongan tidak samaa sekali dana ini membantu apalagi soal penipuan banyak kali prosedur yah saya pengguna lama dana sangat kecewa berkali-kali soal ini 😭😭,1
cool,5
taik banget ini dana tiba-tiba saldoku kepotong tanpa tau apa transaksinya padahal tidak pernah berlaku apapun,1
lemot,3
buruk transaksi lama uang belum kebali,1
sangat membantu sekali,5
Aman dan terjamin mantap selalu,5
"kak tolong di aktifkan fitur dana cicil nya udah menuhi syarat tapi belum muncul"" fitur nya",1
aplikasi yang sangat burun kurang membantu,1
oke,5
"sekarang dana makin ribet bukannya diperbaiki malah diribetin,gw gabisa login ke akun dana gw sendiri,lewat otp WhatsApp,katanya otp gagal terkirim ke WhatsApp,aplikasi dobgo",1
sangat membantu dalam transaksi,5
kurang memuaskan.karna dana saya gak ada dana cicil,5
mantap dana mempermudah segala transaksi jngn lupa ya bos dana bonusnya 😁🙏,5
mantap,4
bagus sangat membantu,5
mantap,5
fitur dana cicil ada tapi ga bisa diaktivasi sekarang gimana lah,5
katanya maen dana+ depo 5jt perhari dpt 749 nyatanya dibawah 150,1
buruk,1
"buat dana instannya belum muncul smsek,padahal udah pakai berapa tahun",5
tong perbaiki sistem mu,1
aplikasi yg sangat baik dan lebih aman jika kita ingin nabung,5
Alhamdulillah memakai aplikasi Dana bisa transaksi lebih Mudah & simpel,5
"transfer ke Bank gagal tidak mau tanggung jawab uang hilang entah kemana, di kasih keluhan jawabnya pake sistem chat robot, jujur jangan pake Dana, aplikasinya gak mau tanggung jawab",1
Kendala saya saat ini.. saat melakukan pembayaran melalui Qris selalu gagal.. aplikasi langsung keluar.. Aplikasi Dana cicil blm tersedia,5
apk yang simpel banget,5
mantap,5
sangat mudah,5
Saya senang pakai dana,5
dana mantap,5
terimakasih dana bisa membantu dan memudahkakan transaksi keuangan pokoknya mantap,5
kenapa tidak bisa diinstal ya ini aplikasi,1
puas,5
"nomor dana saya lama hilang saya mau login ga bisa harus lewat verifikasi wa/SMS tanya sama misa Diana ga nyambung"" ga kelar' gimana ini apa ga ada cara lain",5
sangat membantu bagi masyarakat,5
banyak biaya admin,2
👌👌👌👌,5
makin sini makin ga jelas!! dikit dikit admin admin admin!!! gerak dikit adminnya segambreng!,1
sangat baik,5
mantepp saya udah 5 tahun pake dana untuk transfer dan pembelian pulsa murah semoga banyak promo lagi,5
"aplikasi dana yang mantap bisa transaksi lebih mudah dan aman apalagi pembelian pulsa dan lain"" ya selalu banyak promo.",5
tolong min aktifkan fitur dana cicil,5
"selalu gagal pake qris tetap aja gambar kurang jelas,mhon perbaikannya",1
"saya sangat suka memakai aplikasi ini,semua bagus,cuman saya bingung kenapa fitur DANA instan saya tidak juga muncul,padahal saya sudah lama sekali memakai aplikasi ini,dan transaksi banyak sekali hanya di aplikasi ini,tolong di pertimbangkan kan lagi buat fitur DANA instan saya di muncul kan terima kasih 🙏🙏",5
sangat keren,5
gimana sih dana masa duit gua 120k jadi 78k korupsi banget padahal gua ga ngerasa ada ngelakuin transaksi dan klo gua ngelakuin transaksi juga butuh kode pembayaran dari gua buat lakuin bayar terus juga pas gua laporkan kata nya di proses selama 1 sampe 14 hari kerja lama amat dah,1
sangat membantu bagi yg sering bertransaksi entah besar entah kecil nominal bebas.. terimakasih pengurus dana..,5
mantap,4
kren,5
butuh dana cicil,5
Penggunaannya mudah,5
"Alhamdulillah, Sangat membantu",4
"apakah aplikasi dana mendukung pembayaran globalE ? karena saya sudah melakukan pembayaran globalE lewat aplikasi dana, cuma belum menerima notifikasi email.",5
pakai dana jd lebih praktiss,3
"gak perlu bawa dompet, praktis, gak ribet.. 😁👍",5
hebat,5
oke,4
sangat membantu,5
pelayanan nya sangat bagus,5
stop using dana,5
sangat berguna untuk deposit 👍🏻👍🏻,5
ok,5
"aplikasi ini sangat membantu dan pelayanannya cepat,tp fitur pay later saya belum muncul",5
"Aplikasi ribet, semua syarat sudah di penuhi, butuh fitur dana cicil saja ribet nya minta ampun, apalagi kalau sudah menghubungi diana , bukan nya menyelesaikan masalah, malah tambah masalah pertanyaan apa di jawab itu itu saja. robot sialan",1
Belum ada dana instan,1
selama kita menilainya secara positif,5
lumayan puas,4
bagus sekali sangat membantu,5
bagus,5
bagus,5
memudahkan urusan,5
baik,5
ok,5
tapi gak ada dana cicil,5
"mending jangan pada pake dana bos, aplikasi tipu², masak saya udah TF ke rekening mutasinya udah berhasil tapi uangnya gk masuk ke rekening saya😭😭😭😭😭😭😭😭😭 intinya mending pada gk usah dowload sebelum nyesel",5
kreen,5
apk lemot kalah sama g0pqy percuma rating 1 pelayanan dan fitur super lemot.,1
oke,4
lebih nyaman transaksi pakai dana,5
dana cicil ga muncul udah mau bertahun tahun ajuinnya,1
okeee,5
sangat bagus,5
saya kecewa sama apk dana ini yg sangat ribet habis update malah ga bisa masuk sangat mengecewa berbagai cara tidak ada tanggapan,1
Ga bisa masuk..loging mulu.,1
tolong lah mau masuk akun sendiri tapi nomor sudah tidak aktif tolong di perbaharui,2
dana aman dan sangat membantu,5
kl Dana cicil saya aktif atau bisa dibgunakan saya beri bintang 5,1
ok,5
bagus cepat dan g ada uang TF fan,5
sangat puas bnaget,5
"aplikasi ga jelas, saya ga bisa masuk ke akun dana saya perihal no nya sudah tidak aktif, sedangkan ada saldo di dalam nyaa",5
aktifkan fitur dana instant di akun dana saya,4
"gak bisa jadi premium, padahal udah sesuai KTP",3
bagus apk nya. pokoknya terbaik,5
sangat membatu untuk transaksi dirumah,4
min tolong dong ko dana saya ga bisa kebuka ya,5
sungguh membantu sekali,5
lebih mudah,5
kebanyakan fee kepotong males jadinya,2
terbaik pokoknya,5
kembalikan uang saya,1
"Dana kok semakin di perbarui jadi gini sih ? Tiap mau transaksi selalu gak bisa saya udah coba berkali kali masih aja sama, tolong diperbaiki update, dana sekarang lebih baik. sudah tidak banyak bug juga terimakasih banyak ya",5
ok,5
mudah digunakan,5
jelekk gak aman banget uang aku habis ke bobol orang!!!!!,1
solusi dalam transaksi,5
dana sangat membantu banget tidak ribet🤩,5
sangat bagus,5
Suka,1
Kecewa saya dengan aplikasi dana ini. Sudah tiga hari Promo cashback dari pembelian pulsa tdk kunjung saya terima. Beli voucher pulsa dari aplikasi a reward ternyata tdk bisa digunakan. Bisa-bisa hangus itu voucher pulsa saya. Saya peringatkan hati-hati dengan aplikasi dana ini. Sekarang saya percaya komentar negatif dari orang tentang aplikasi dana karena saya sendiri mengalaminya.,1
aplikasi tidak bisa login ke akun malah muncul layar hitam,1
good,5
sangat membantu,5
"kenapa Dana setelah di update tidak bisa login, tolong diperbaiki secepatnya karna saya sudah lama menggunakan Dana dan nanti saat ini mengalami masalah ga bisa login. Sudah clear cache dan data, sudah update, restart hp, hapus dana install ulang, tetap ga bisa login. Dana bermasalah setelah di update ke versi terbaru jadi ga bisa login.",2
mantap,5
"kenapa tidak bisa di buka dana saya,",5
Dompet Digital Keren,5
Top,5
pemasangan dana cicil,5
"server dana apa gimana, kok saya mau traksaksi tidak bisa dari tadi loading terus padahal sinyal lancar. tolong segera di perbaiki.",1
mantaab,5
"ribet, mending pindah yang lain",1
terbaik,5
"bosku untuk dana cicil kenapa tidak bisa mengajukan lagi, untuk limit ya tolong di naik kan bosku 🙏",5
keren praktis cepat,5
"Halo Kak, saya pengguna DANA Premium. Penarikan saldo dari DANA Plus ke saldo DANA gagal selama 3 hari berturut-turut. Nominal Rp1.596.941. Saldo tidak dalam proses, aplikasi sudah update, namun selalu muncul pesan “Gagal”. Mohon bantu pengecekan dan pembukaan penarikan. Terima kasih.",1
sangat menarik dan simpel di gunakan,5
aplikasi sangat bagus,4
mantap,5
sangat mudah dan cepat untuk transaksi,5
mantapp,5
"mantap sekali, pengiriman cepat",5
bagus sangat membantu,5
selalu bermasalah sistem ketika mau top up ke shopeepay,1
is the best,5
"jangan pernah transfer banyak guys karena transaksi gagal tapi saldo lu berkurang, dana tidak bertanggung jawab . tolong itikad baiknya🙏",1
sudah premium dana cicil gak ada,5
sangat membantu,5
aplikasi bagus,5
gk bisa di buka,5
bagus,5
Tolong hilangin teransaksi di tolak itu sangat menggangu pelis dana kon,1
"saya b3lum dapat dana cicil, kalo dapat dana cicil mantap",5
sangat bagus,5
membantu bertransaksi,5
ok,5
well,5
"bagus, bisa untuk nabung juga dan bisa transfer ke bank rekening",5
"update versi terbaru ini bikin geram aja ,dana saya tidak bisa login setelah verifikasi wajah malah keluar proses ini sedang ada masalah,,, update versi terbaru bukannya lebih mudah malah makin sulit 😤",1
mantap,5
mantap,5
mantap,5
oke,5
sangat cocok untuk transaksi jual beli,5
dana tidak bagus uang sayq tak krmbali suka kebobolan trus,1
"Fasiltas Customer nya jelek, hanya menyediakan chatbot, yang dia tau hanya menanyakan kesulitan mengirim dana dan menerima dana. padahal banyak masalah di luar itu.",1
bagus,5
bagus,5
bagus,5
bagus,5
"aplikasi monyet udah bertahun² pake dana gapernah muncul dana cicil sampah,padahal transaksi berbulan gapernah berhenti tapi gapernah ada muncul apk anjg",1
mantap,5
mudah mengoperasikan'y bisa ap aj,5
puas,5
baik,4
sangat terbantun traksaksi cepet dan mudah makasih,5
Mantap,5
sempat eror,4
jaga akun ku dengan baik ya,5
oke,5
mantap,5
Aplikasi Yang Membantu Dan Cukup Mudah Di Pergunakan Sayangnya Q Ris Tidak Menggunakan Sandi,3
mantap,5
mantap. ...,5
bagus,5
mantap,5
saya suka aplikasi dana ini,5
"Bagus' 🔯 🌟 5 ngecewain pelanggan, otw.. copot😹🙏 Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1
"padahal saya qr pakai ovo, dan berhasil tapi knp ke dana qr nya tidak ada masuk, tolong lah itu dananya ngalir kemana woy.",5
bagus dan jujur dan amanlagi,5
👍👍,5
"sangat susah daftar dana bisnis,padahal semua data,foto usaha sudah di tampilkan",2
sangat membantu,5
bagus is the best 🥰,5
semakin oke,5
kenapa akun bisnis dana tidak bisa terbuka min,5
sangat puas,5
"tolong dong di proteksi lagi keamanannya uangku ilang loh tiba² kepotong 40rb padahal buat tambahan jajanku itu, tiba2 pas mau ngirim udh sisa 30rb kesel bangat mana g bisa balik lagi, udh berkali² kaya gini loh dana, lebih proteksi lagi keamanannya, kalo g percaya aku bisa kirim buktinya",1
lancar sllu,5
baguss,5
tolong di perketat kan keamanan nya saat keluarga saya mengirim uang tiba tiba uang akun saya hilang dan ada tagihan yang saya tidak ketahui apa bila ada tagihan atau apapun tolong ada proteksi tambahan agar uang yang saya butuhkan tidak tesdot tambah kan verifikasi saat ada tagihan uang saya hilang tolong balikan saya sangat kecewa menggunakan aplikasi ini,1
"update terbaru malah aplikasinya sering delay & gagal membuka fitur padahal sebelumnya lancar"" saja. semoga di perbaiki bug nya",4
"TOLONG DTANGANI MASALAH SAYA ADMIN DANA WOY ;!! UDA BRP LAMA KELUHAN GW GK DIRESPON ? AKUN GW GK BS TRANSFER DATA KE NOMOR YG BARU , JGN DI OPER SURUH GW LAPOR KE DIANA, DIANA KN BOT ANEH ANEH AJA , LAMA LAMA MUAK GW SM DANA INI",1
bagus,5
sangat membantu,5
luar biasa,5
"simpel , efisien , dan sangat membantu 🙏",5
bagus banget nyamn bangt,5
mempermudah,4
ok,5
sangat mudah tepat,5
ga ada fitur dana cicil,4
baguuuuuuus,5
👍👍👍👍👍,5
cukup baik,5
untuk Pemula sepertiku aplikasi ini sangat mempermudah ku untuk mengirim uang jika ingin belanja online,5
bermanfaats,5
sangat berguna,5
baik belum sebaik nya gak ada bonusn dari diana,3
sangat baik,5
okee,4
pengajuan tambahan limit pinjaman dana tunai,5
sangat membantu 👍🏼👍🏼👍🏼,5
sangat membantu,5
ga keluar dana cicil,5
enak,5
semakin kesini semakin menurun kinerjanya,1
dana sekarang sulit ganti no enakan yang lama ganti no gk pakai otp kan ribet kalau mati nomor .apa lagi diana ngk bisa mau nunggu 3 hari aja ngk nyampek² gimana nih cara ganti nomor klw tau seribet gini aku ngk bakal daftar didana premium,1
sangat baik,5
"ga jelas ,dana saya ilang 200 ribu tiba""",1
nomer hp hilang dan lupa udah terverifikasi pakai ktp ..gimana nih min pengen bikin akun baru pakai nomer baru tp ktp nya gx bisa di pakai gimna dongg,2
sangat puas,5
mantap,5
baik untuk simpen uang,5
bagus,5
ok,3
membantu banget,5
bagus,4
sangat membantu dan mudah di oprasikan,5
kenapa aplikasi Dana saya tidak bisa di buka,5
ga bisa ambil dana cicilan,4
apk busuh Mudah di hack orang mendingan jangan pake dana,1
sangat puas,5
memudahkan transaksi,5
mantap,5
dengan adanya aplikasi dana alhmdulilah sya tidak perlu lagi ke brilink jika mau kirim uang buat keluarga,5
setelah di update Dana tdk bisa di buka dan tdk bsa Login,1
"mantap, semoga keamanan terus terjaga",5
lumayan bagus,2
dana cicil gk bisa di aktifkan padahal pengguna lama dan serinb bertransaksi pakai dana,5
aplikasi yg sangat bagus.,5
good suka,5
apk tidak aman katanya bisa bikin saldo balik tapi ga ada buktinya udah seminggu padahal ga di kirim sama kita sendiri masih aja kecolongan gimana ini apk,3
mudah dan terpercaya,5
semoga menu dana cicil sudah bisa di akses...,5
mantap,5
slow respon banget saya sudah jelaskan saya ingin blokir atau membekukan akun dana saya karena hp saya hilang dan saya sudah jelaskan bahwa hp dan nomor saya hilang tapi saya malah di suruh hapus akun dari play store saya sudah coba tapi di mintai kode otp bagaimana saya mau dapat orang hp saya saja hilang berikut dengan nomor telepon nya,1
oke,5
tolong aktifkan fitur dana instan di akun dana saya,5
👍👍👍,5
mantap,5
sangat skali membantu kalau bisa gratisan di tambah lagi 5 jadi perbulan itu jadi 15*,5
banyak bugnya payah jadi susah pake aplikasinya ga jelas,1
Aplk dana...udah di download..pas mulai masukan nomor hp ga bisa masuk2...,5
"gua sudah dikirim temen gua dana tapi belum masuk udah 1 jam an , mau lapor ke diana tapi gak ad bukti lagi hedehh pusing bet , mana itu keluarga jauh saya gak enak ngomong nya ..... dah lah emang bagusan gopay gak pake ribet",1
JANGAN BELI EMAS DIGITAL DI APLIKASI DANA....BELI NYA GMPANG ....JUAL NYA SUSAH BANGAT......SUDAH CHAT PIHAK APLIKASI.....KATA NYA TRANSAKSI LAGI SIBUK.....MASA IYA TIAP JAM SIBUK TRUS.....,1
"mudah, cepat dan aman",5
"buruk sekali, saldo saya hilang....",1
bagus,5
terima dana,5
sangat bermanfaat sekali,5
sangat bangus,5
ingin punya fitur dana cicil,5
seauai aplikasi yg nyaman,5
"aplikasi dana mudah di hack . kurang aman menggunakan aplikasi ini, waspada pengguna dana",2
bagus,5
oke bgt buat transaksi keuangan selalu gratis admin,5
cukup membantu transaksi,5
aplikasi jelek dana saya tidak bisa dibuka tanpa kode otp padahal sandi dan privikasi wajah sudah benar,1
di akun saya tidak ada fitur dana cicil padahal saya sudah berlangganan lama dan sudah melengkapi data diri dan lain²,5
mudahn tidak ada kendala lg... fitur pin dalam pembayaran harus d perkuat sih,5
lupa pin tapi proses reset PINnya ribet banget,1
oke,4
sangat bagus,5
Saya kok mau masuk ke akun sendiri susah banget aneh kenpa ya apa masalah nya coba,5
bagus,5
sangat bagus,5
bagus,5
bagus,5
🥰🥰,5
bermanfaat,4
"kenapa dana cicil tidak bisa di buka, pending terus , padahal dana cicil baru keluar pas di buka tidak bisa, , , tolong bantuannya",5
aplikasinya selalu pending dana yang kita kirim salam waktu lama,1
Kenapa Dana tidak bisa ak buka Derek's ak dwnlod,5
dana knp ya tidak bisa di gunakan di hp Vivo y66? tolong bantuannya ka biar bisa di gunakan,2
"tolong dong developer, dana sya tidak tersedia dana cicil, tolong di bantu agar dana cicil bisa tersedia",5
bagus,5
sangat membantu,5
kecewa sih ada.dana instan Ama cicil nya.masalah mulu,1
kenapa dana cicil saya belum ada tolong tampilkan,5
tidak bisa buka aplikasi. login terhenti terus....,3
aman,5
bagus,5
apk nya sangat membantu,5
"Uang saya tdk bs di ambil di aplikasi ini berhubung ktp sy rusak ,apa hrus nunggu ktp baru ,baru uang bs di ambil ?",4
bagusan,5
"Burik nyusahin orang yang adanya, sering hilang saldo saya ditarik tidak jelas 😡😡😡",1
sangat baik dan memuaskan,5
terpercaya,5
mempermudah gaya hidup,4
mudah dan ngak ribet,5
cara muncul dana cicil gmn,5
sangat bagus,3
mantap,5
Good joob,5
bagus,5
mantap,5
dana cicil saya blm muncul,4
KK mohon bantuan agar dana cicil sy BS digunakan. sy sudah lm menggukan app dana,5
bagus,5
mantap,5
dana cicilnya gk fungsi pafahal sudah bayar semua cicilan,1
"CS nya gak Profesional masa baru balas chat langsung di akhiri sendiri tanpa memberika solusi dan jawaban pertanyaan,,,kacau Cs atas nama Wisnu dan Deka gak layak dijadiin CS",1
keren,5
nyusahin aja,1
baik baik,4
siiiip,5
menyedihkan,5
tolong aktifkan dana cicil nya,5
MUDAH BERTRANSAKSI CEPAT DAN AKURASI,5
semoga ke depannya aplikasi dana tambah bagus dan fitur dana cicilnya cepat muncul,5
aktifkan fitur dana cicil saya,5
kenapa dana cicil saya ngak muncul padahal saya udah bertahun pakai dana dan juga aktip dalam melakukan transaksi,3
baik,5
Bagus sangat memba ntu,5
mantap,5
mantap sangat memudahkan bertransaksi,5
dana cicil,5
mantp,5
Baik,5
ok mantap,4
dana ku macet dan sulit dioperasikan maksudnya apa ini .. aplikasi menyebalkan. padahal ada isinya. buat stressss !!!!,1
"saya kecewa uang saya tidak bisa di tarik di fitur dana goals,saya mohon untuk di perbaiki uang saya tidak bisa di tarik!!!",1
mau minta dana kembali kok gak bisa,5
kenapa dana saya tidak bisa meminjam lahi yaa padahl tagihan saya lunas semua,5
dipersulit untuk pemindahan akun live chat budeg jawabannya gak relevan solusi gak ada,1
sangat bagus,5
"Aku kasih bintang 5, Biar dana cicil nya cepet muncul.",5
minta fitur dana cicl,1
"dana klo ga sanggup buat jdi apk jangan ada lah tolol tf malah proses 3 hari , mana sering bgt ilang ga tau keambil ke google ga ke play store padahal ga ada langganan apa pun , PIN , akun ga pernah kasih tau ke orang lain bisa bisanya duitnya ilang kan ga logis bgt",1
mantap,5
saya beli saldo emany dari dana kok hilang mulu ya uangnya ga masuk tp di dananya dah kosong?,4
sangat memuaskan,5
sangat puas,5
pake dana mantab,5
mantap,5
"aplikasi lemot, mau lihat riwayat transaksi susahnya minta ampun, ga kaya apk lain lihat riwayat enak banget",4
pindah akun dana aja susah banget pdhl no lama sudah tidak aktif mau masuk ke akun lama g bisa karna harus ada kode otp di akun lama mash ada sisa saldo nya tolong bantu buat CS dana,1
kenapa dana cicil saya selalu gagal dlm proses aktifasi.,3
Tidak di sarankan kan untuk melakukan pembayaran apapun sistemnya suka eror,1
tidak bisa di andal kn,5
"saya pemakai dana lama..masa ga ada fitur dana cicil nya, transaksi selalu memakai dana ah gak keren nih dana..pelit kasih dong",5
sangat membatu banget😘🤗,5
sangat bagus untuk transaksi,5
sangat baik,5
semoga lancar terus dan semakin terdepan,5
andaikan tak ada fitur pengganggu dana bagus sekali,5
bagus tapi di akun saya tidak ada dana cicilnya,5
saya transfer tidak masuk .TPI udah ketarik terus tidak ada aktivitas nya. itu gimana saldo sudah ditarik,1
sekarang apl tdk bisa di buka setelah diupdate knpa???,5
sangat bagus,5
good,5
sangat okeee,5
bgus,5
sangat 👌,5
bagus,5
3x transaksi qris saldo nyangkut semua 34k 45k 75k ngerii ini ewalley,1
suka,5
"Aplikasinya ribet bangett ,mau masuk akun tapi tapi nomer sudah tidak aktif susahbanget ya ampunnn 😭😭😭",1
Sangat baik,5
mantap,5
"ada apa dengan dana bisnis ya kak?? akun sy ko ga bisa di buka yaa??sudah coba tlvn call center tidak bisa,sudah di saran kan untuk copot dan pasang kembali akun ada tersebut masih tetap tidak bisa selalu muncul tulisan 'ada kendala,coba lagi yuk !' sudah mau 1 Minggu lebih masih begitu saja,,gimana yaaaa solusinya?",1
ok,4
mantap,5
cepat,5
"kenapa limit dana cicil saya tidak bisa dipakai,tlg di bantu dong",5
"tolong di perbaiki keamanannya saya tidak melakukan transaksi tapi saldonya ke potong, saya sudah rugi sampai jutaan dan tidak ada tindakan lebih lanjut dari pihak dana",1
sangat bagus,5
keren,5
sangat bagus dan mudah buat transaksi,5
sangat bagus sekali,5
membantu dan sangat bagus,5
okh,5
aflikasi ini sangat bgus,5
